42 |2025-06-11 16:44:07.6976 |DEBUG |Service Layer |SeviceLayer.DepartmentManager.GetAll |Fetching department lists service layer
42 |2025-06-11 16:44:07.8347 |DEBUG |Service Layer |SeviceLayer.DepartmentManager.GetAll |Fetched department lists service layer
42 |2025-06-11 16:45:18.2936 |DEBUG |Service Layer |SeviceLayer.DepartmentManager.GetAll |Fetching department lists service layer
42 |2025-06-11 16:45:18.3981 |DEBUG |Service Layer |SeviceLayer.DepartmentManager.GetAll |Fetched department lists service layer
5 |2025-06-11 16:46:08.4624 |DEBUG |LearningPhase2 |LearningPhase2.Pages.Account.LogoutModel.OnGet |Logout.cshtml.cs onGet method executing
9 |2025-06-11 16:46:40.6755 |DEBUG |Service Layer |SeviceLayer.CompanyManager.GetByCompanySubdomain |Fetching company record from service layer for particular domain
9 |2025-06-11 16:46:41.0663 |DEBUG |Service Layer |SeviceLayer.CompanyManager.GetByCompanySubdomain |Fetched company record from service layer for particular domain
9 |2025-06-11 16:46:43.5447 |DEBUG |Data Layer |DataLayer.EmployeeDB.GetByEmailPasswordCompanyId |Calling this method in DataLayer to fetch Employee data from DB for Email:friends6@gmail.com, Password:123456 and CompanyId:1
9 |2025-06-11 16:46:43.6580 |DEBUG |Data Layer |DataLayer.EmployeeDB.GetByEmailPasswordCompanyId |Calling this method in DataLayer to fetch Employee data from DB for Email:friends6@gmail.com, Password:123456 and CompanyId:1
9 |2025-06-11 16:46:43.6628 |DEBUG |LearningPhase2 |LearningPhase2.Pages.Account.LoginModel.OnPost |Storing employee name as session data
9 |2025-06-11 16:46:43.6628 |DEBUG |LearningPhase2 |LearningPhase2.Pages.Account.LoginModel.OnPost |Storing employee id as session data
20 |2025-06-11 16:46:43.6628 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |Calling list OnGet method
20 |2025-06-11 16:46:43.6628 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |Getting CompanyId to fetch the employees for that particular ID
20 |2025-06-11 16:46:43.6756 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetAllByCompanyId |Fetching all Employee records for CompanyId:1
20 |2025-06-11 16:46:43.6756 |DEBUG |Data Layer |DataLayer.EmployeeDB.GetAllByCompanyId |Fetching record from DB after filtering through CompanyId
20 |2025-06-11 16:46:43.7830 |DEBUG |Data Layer |DataLayer.EmployeeDB.GetAllByCompanyId |Fetched records from DB count - 5
20 |2025-06-11 16:46:43.7830 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetAllByCompanyId |Fetched all Employee records for CompanyId:1
20 |2025-06-11 16:46:43.7830 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |List page OnGet method completed
7 |2025-06-11 16:46:53.5986 |DEBUG |Service Layer |SeviceLayer.DepartmentManager.GetAll |Fetching department lists service layer
7 |2025-06-11 16:46:53.7132 |DEBUG |Service Layer |SeviceLayer.DepartmentManager.GetAll |Fetched department lists service layer
3 |2025-06-11 16:48:52.2955 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.AddEmployeeModel.OnPost |Add employee OnPost method storing Form values
3 |2025-06-11 16:49:33.2002 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.AddEmployeeModel.OnPost |Storing the image to the Filepath
3 |2025-06-11 16:49:33.2002 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.AddEmployeeModel.OnPost | image has been stored
3 |2025-06-11 16:49:33.2002 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.AddEmployeeModel.OnPost |Calling AddEmployee OnPost method
3 |2025-06-11 16:49:33.2002 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.Add |This method Adds employee details going through some checks
3 |2025-06-11 16:49:33.2078 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetByName |Fetching record with matching name
3 |2025-06-11 16:49:33.3020 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetByName |Fetched record with matching name
3 |2025-06-11 16:49:33.3020 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetByEmail |Fetching record with matching email id: anshika234@gmail.com
3 |2025-06-11 16:49:33.4011 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetByEmail |Fetched record with matching email id: anshika234@gmail.com
3 |2025-06-11 16:49:33.4011 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.Add |Added employee from servie layer
3 |2025-06-11 16:49:33.4011 |DEBUG |Data Layer |DataLayer.EmployeeDB.Add |Calling Add method to insert Employee Details in DB
3 |2025-06-11 16:49:33.5603 |DEBUG |Data Layer |DataLayer.EmployeeDB.Add |Called Add method to insert Employee Details in DB
3 |2025-06-11 16:49:33.5603 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.AddEmployeeModel.OnPost |Called AddEmployee OnPost method
24 |2025-06-11 16:49:33.5706 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |Calling list OnGet method
24 |2025-06-11 16:49:33.5706 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |Getting CompanyId to fetch the employees for that particular ID
24 |2025-06-11 16:49:33.5706 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetAllByCompanyId |Fetching all Employee records for CompanyId:1
24 |2025-06-11 16:49:33.5706 |DEBUG |Data Layer |DataLayer.EmployeeDB.GetAllByCompanyId |Fetching record from DB after filtering through CompanyId
24 |2025-06-11 16:49:33.5706 |DEBUG |Data Layer |DataLayer.EmployeeDB.GetAllByCompanyId |Fetched records from DB count - 5
24 |2025-06-11 16:49:33.5706 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetAllByCompanyId |Fetched all Employee records for CompanyId:1
24 |2025-06-11 16:49:33.5706 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |List page OnGet method completed
3 |2025-06-11 16:50:49.0903 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |Calling list OnGet method
3 |2025-06-11 16:50:49.0903 |DEBUG |LearningPhase2 |LearningPhase2.Pages.EmployeeNTier.ListModel.OnGet |Getting CompanyId to fetch the employees for that particular ID
3 |2025-06-11 16:50:49.0903 |DEBUG |Service Layer |SeviceLayer.EmployeeManager.GetAllByCompanyId |Fetching all Employee records for CompanyId:1
